Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
polior-adaptador-modular-tubular-reto-com-abracadeira-mo-06ai-polior,Adaptador Modular Tubular Reto com Abraçadeira MO-06Ai Polior,"<p>ADAPTADOR MODULAR TUBULAR RETO COM BRAÇADEIRA - ALUMÍNIO  80,11</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-06A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-06A,shopify,0,deny,manual,435.89,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/302338770/adaptador-modular-tubular-reto-com-abra-adeira-mo-06ai-polior-v58o36g0ml.jpg,Adaptador Modular Tubular Reto com Abraçadeira MO-06Ai Polior,active
polior-adaptador-modular-tubular-reto-em-aco-com-tubo-curto-em-aluminio,ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO,"<p>ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO  40,30</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-07</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,MO-07,shopify,0,deny,manual,1.00,,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO,draft
polior-adaptador-modular-tubular-reto-em-aluminio-com-tubo-curto-em-aluminio,ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO,"<p>ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO  27,51</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-07A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,MO-07A,shopify,0,deny,manual,1.00,,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO,draft
polior-adaptador-modular-tubular-reto-linha-infantil-mo-08ai-polior,Adaptador Modular Tubular Reto - Linha Infantil - MO-08Ai Polior,"<p>ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO LONGO EM ALUMÍNIO  72,13</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-08</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-08,shopify,0,deny,manual,869.61,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/302337681/adaptador-modular-tubular-reto---linha-infantil---mo-08ai-polior-kbkferkz4o.png,Adaptador Modular Tubular Reto - Linha Infantil - MO-08Ai Polior,active
polior-adaptador-modular-tubular-reto-linha-infantil-mo-08ai-polior,Adaptador Modular Tubular Reto - Linha Infantil - MO-08Ai Polior,<p>ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO LONGO EM ALUMÍNIO</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-08A</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-08A,shopify,0,deny,manual,869.61,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/302337681/adaptador-modular-tubular-reto---linha-infantil---mo-08ai-polior-kbkferkz4o.png,Adaptador Modular Tubular Reto - Linha Infantil - MO-08Ai Polior,active
polior-adaptador-para-pe-articulado-26-a-29-tamanho-grande-aluminio,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO,"<p>ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO  72,43</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-09AG</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-09AG,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO,active
polior-adaptador-para-pe-articulado-22-a-25-tamanho-pequeno-aluminio,ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO,"<p>ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO  00,00</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-09AP</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-09AP,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO,active
polior-adaptador-para-pe-articulado-26-a-29-tamanho-grande-aco,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO,"<p>ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO  80,27</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-09G</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-09G,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO,active
polior-adaptador-para-pe-articulado-22-a25-tamanho-pequeno-aco,ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO,"<p>ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO  82,55</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-09P</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-09P,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO,active
polior-c-parafuso-10-mm-adaptador-para-pes-sach-ou-anatomico-dinamico-22-a-29-aco,C/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO,<p>c/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-10</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-10,shopify,0,deny,manual,390.00,,TRUE,TRUE,,C/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO,active
polior-adaptador-modular-para-encaixe-com-piramide-e-ajuste-rotativo-mo-14-polior,Adaptador Modular para Encaixe com Pirâmide e Ajuste Rotativo MO-14 Polior,"<p>ADAPTADOR MODULAR PARA ENCAIXE COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO  99,57</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-14</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-14,shopify,0,deny,manual,383.06,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/307761786/adaptador-modular-para-encaixe-com-piramide-e-ajuste-rotativo--1--tudeut8vwc.png,Adaptador Modular para Encaixe com Pirâmide e Ajuste Rotativo MO-14 Polior,active
polior-adaptador-modular-para-encaixe-com-parafusos-e-ajuste-rotativo-mo-15-polior,Adaptador Modular para Encaixe com Parafusos e Ajuste Rotativo MO-15 Polior,"<p>ADAPTADOR MODULAR PARA ENCAIXE COM PARAFUSOS E AJUSTE ROTATIVO - AÇO  78,09</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-15</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-15,shopify,0,deny,manual,366.88,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/307773842/adaptador-modular-para-encaixe-com-parafusos-e-ajuste-rotativo--1--ishnjae8tw.png,Adaptador Modular para Encaixe com Parafusos e Ajuste Rotativo MO-15 Polior,active
polior-adaptador-modular-para-encaixe-transtibial-com-piramide-mo-20-polior,Adaptador Modular para Encaixe Transtibial com Pirâmide MO-20 Polior,<p>ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - AÇO</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-20</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-20,shopify,0,deny,manual,308.67,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/307787811/adaptador-modular-para-encaixe-transtibial-com-pir-mide-d7wozfarvi.jpeg,Adaptador Modular para Encaixe Transtibial com Pirâmide MO-20 Polior,active
polior-adaptador-modular-para-encaixe-transtibial-com-piramide-de-ajuste-aluminio,ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO,"<p>ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO  12,94</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-20A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-20A,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO,active
polior-32mm-adaptador-modular-alongador-duplo-com-parafusos-de-ajuste-aluminio,32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO,"<p>32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO  66,86</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-21A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-21A,shopify,0,deny,manual,390.00,,TRUE,TRUE,,32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO,active
polior-adaptador-modular-tubular-com-bracadeira-e-movimento-axial-aluminio,ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO,"<p>ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO  61,56</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-22A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-22A,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO,active
polior-adaptador-modular-tubular-com-10o-de-inclinacao-e-bracadeira-aco,ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO,"<p>ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO  45,30</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-23</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-23,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO,active
polior-adaptador-modular-de-4-furos-com-movimento-excentrico,ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO,"<p>ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO  92,22</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-25A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,MO-25A,shopify,0,deny,manual,3.00,,TRUE,TRUE,,ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO,draft
polior-adaptador-modular-com-nucleo-piramidal-e-ajuste-rotativo-aco,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO,"<p>ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO  47,65</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-27</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-27,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO,active
polior-adaptador-modular-com-nucleo-piramidal-e-ajuste-rotativo-aluminio,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO,"<p>ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO  58,44</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-27A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-27A,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO,active
polior-adaptador-modular-para-encaixe-com-piramide-mo-32-polior,Adaptador Modular para Encaixe com Pirâmide MO-32 Polior,"<p>ADAPTADOR MODULAR PARA ENCAIXE COM NÚCLEO PIRAMIDAL E AJUSTE FIXO - AÇO  11,57</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-32</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-32,shopify,0,deny,manual,316.75,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/307776908/adaptador-modular-para-encaixe-com-piramide-enh4pochyd.png,Adaptador Modular para Encaixe com Pirâmide MO-32 Polior,active
polior-adaptador-modular-com-nucleo-de-parafusos-e-ajuste-rotativo-mo-33,Adaptador modular com núcleo de parafusos e ajuste rotativo MO-33,"<p>ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - AÇO  39,47</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-33</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-33,shopify,0,deny,manual,337.77,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/268576004/adaptador-modular-com-nucelo-de-parafusos-e-ajuste-rotativo-6o4ei94xfz.png,Adaptador modular com núcleo de parafusos e ajuste rotativo MO-33,active
polior-v1-shuttle-lock-aluminio,V1 SHUTTLE LOCK - ALUMÍNIO,"<p>V1 SHUTTLE LOCK - ALUMÍNIO  63,69</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-43A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,MO-43A,shopify,0,deny,manual,336.79,,TRUE,TRUE,,V1 SHUTTLE LOCK - ALUMÍNIO,draft
polior-adapdador-modular-com-nucleo-com-parafusos-e-ajuste-rotativo-aluminio,ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO,"<p>ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO  24,37</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-33A</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-33A,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO,active
polior-adaptador-modular-com-garra-para-joelho-policentrico-pneumatico-mo-34a-aco,ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO,"<p>ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO  43,56</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-35</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-35,shopify,0,deny,manual,390.00,,TRUE,TRUE,,ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO,active
polior-aro-de-conexao-em-aluminio-para-valvula-de-succao-va-01,ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01),<p>ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01)</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: AA-01</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,AA-01,shopify,0,deny,manual,49.76,,TRUE,TRUE,,ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01),draft
polior-tubo-com-aro-em-aluminio-para-conexao-a-valvula-de-succao-em-borracha-va-01,TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01),<p>TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01)</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: TUB-01</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,TUB-01,shopify,0,deny,manual,38.67,,TRUE,TRUE,,TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01),draft
polior-valvula-de-succao-transtibial-transfemural-em-borracha-va-01-polior,Válvula de sucção Transtibial/Transfemural em borracha VA-01 Polior,<p>VÁLVULA DE SUCÇÃO EM BORRACHA</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VA-01</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,VA-01,shopify,0,deny,manual,151.58,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/204027169/valvula-de-succao-em-borracha-polior-rpavxi.jpg,Válvula de sucção Transtibial/Transfemural em borracha VA-01 Polior,active
polior-valvula-de-succao-em-borracha-com-aro-de-conexao-em-aluminio,VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO,<p>VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-01</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-01,shopify,0,deny,manual,77.58,,TRUE,TRUE,,VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO,draft
polior-valvula-de-expulsao-com-rosca,VÁLVULA DE EXPULSÃO COM ROSCA,"<p>VÁLVULA DE EXPULSÃO COM ROSCA  80,95</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-02</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-02,shopify,0,deny,manual,3.00,,TRUE,TRUE,,VÁLVULA DE EXPULSÃO COM ROSCA,draft
polior-valvula-de-succao-para-encaixes-flexiveis,VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS,"<p>VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS  64,98</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-03</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-03,shopify,0,deny,manual,2.00,,TRUE,TRUE,,VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS,draft
polior-v1-valvula-de-expulsao-automatica-de-ar-para-encaixe-transtibial,V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL,"<p>V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL  76,07</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-07</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-07,shopify,0,deny,manual,1.00,,TRUE,TRUE,,V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL,draft
polior-valvula-de-expulsao-automatica-de-ar-para-encaixe-transfemoral,VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL,"<p>VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL  02,26</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-08</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-08,shopify,0,deny,manual,3.00,,TRUE,TRUE,,VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL,draft
polior-valvula-plana-de-silicone-com-expulsao-automatica-de-ar-com-aro-de-aluminio,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO","<p>VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO  44,98</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-09</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-09,shopify,0,deny,manual,1.00,,TRUE,TRUE,,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO",draft
polior-valvula-plana-de-silicone-com-expulsao-automatica-de-ar-para-encaixes-flexiveis,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS","<p>VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS  22,66</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: VAC-10</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,VAC-10,shopify,0,deny,manual,3.00,,TRUE,TRUE,,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS",draft
polior-capsula-de-uniao-para-pe-sach-e-anatomico-dinamico,CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO,<p>CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: ACI-01</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese, revisar-preco",TRUE,Title,Default Title,ACI-01,shopify,0,deny,manual,6.05,,TRUE,TRUE,,CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO,draft
polior-revestimento-cosmetico-de-espuma-de-poliuretano-curto,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO,"<p>REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO  63,46</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-16</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-16,shopify,0,deny,manual,390.00,,TRUE,TRUE,,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO,active
polior-revestimento-cosmetico-de-espuma-de-poliuretano-lado-direito-longo,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: DIREITO - LONGO,"<p>REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: DIREITO - LONGO  87,68</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-17D</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-17D,shopify,0,deny,manual,390.00,,TRUE,TRUE,,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: DIREITO - LONGO,active
polior-revestimento-cosmetico-de-espuma-de-poliuretano-lado-esquerdo-longo,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: ESQUERDO - LONGO,"<p>REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: ESQUERDO - LONGO  87,68</p><p class='meta'>Fornecedor: <strong>Polior</strong> · Código original: MO-17E</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,Componentes de prótese,"Polior, Componentes de prótese",TRUE,Title,Default Title,MO-17E,shopify,0,deny,manual,390.00,,TRUE,TRUE,,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - LADO: ESQUERDO - LONGO,active
