Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-medio,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus 1</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6594-1</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6594-1,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-medio,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus 2</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6594-2</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6594-2,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-medio,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus 3</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6594-3</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6594-3,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino médio plus",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-grand,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande 1</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6596-1</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6596-1,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-grand,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande 2</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6596-2</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6596-2,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-extra,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino extra grande","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino extra grande 1</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6597-1</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6597-1,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino extra grande",active
willowwood-liner-alpha-smarttemp-tt-em-silicone-progressivo-cinza-claro-cinza-conexao-sem-pino-grand,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande plus","<p>Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande plus 1</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: T350-6598-1</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,T350-6598-1,shopify,0,deny,manual,2920.09,,TRUE,TRUE,,"Liner Alpha SmartTemp TT, em silicone, progressivo, cinza claro/cinza, conexão sem pino grande plus",active
willowwood-meta-core-22cm-esquerdo-cat-2-com-capa,"Meta Core, 22cm, esquerdo, cat.2, com capa","<p>Meta Core, 22cm, esquerdo, cat.2, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-22L-02</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-22L-02,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 22cm, esquerdo, cat.2, com capa",draft
willowwood-meta-core-22cm-direito-cat-2-com-capa,"Meta Core, 22cm, direito, cat.2, com capa","<p>Meta Core, 22cm, direito, cat.2, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-22R-02</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-22R-02,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 22cm, direito, cat.2, com capa",draft
willowwood-meta-core-23cm-esquerdo-cat-3-com-capa,"Meta Core, 23cm, esquerdo, cat.3, com capa","<p>Meta Core, 23cm, esquerdo, cat.3, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-23L-03</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-23L-03,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 23cm, esquerdo, cat.3, com capa",draft
willowwood-meta-core-23cm-direito-cat-3-com-capa,"Meta Core, 23cm, direito, cat.3, com capa","<p>Meta Core, 23cm, direito, cat.3, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-23R-03</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-23R-03,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 23cm, direito, cat.3, com capa",draft
willowwood-meta-core-24cm-esquerdo-cat-4-com-capa,"Meta Core, 24cm, esquerdo, cat.4, com capa","<p>Meta Core, 24cm, esquerdo, cat.4, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-24L-04</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-24L-04,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 24cm, esquerdo, cat.4, com capa",draft
willowwood-meta-core-24cm-direito-cat-4-com-capa,"Meta Core, 24cm, direito, cat.4, com capa","<p>Meta Core, 24cm, direito, cat.4, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-24R-04</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-24R-04,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 24cm, direito, cat.4, com capa",draft
willowwood-meta-core-25cm-esquerdo-cat-5-com-capa,"Meta Core, 25cm, esquerdo, cat.5, com capa","<p>Meta Core, 25cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-25L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-25L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 25cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-25cm-direito-cat-5-com-capa,"Meta Core, 25cm, direito, cat.5, com capa","<p>Meta Core, 25cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-25R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-25R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 25cm, direito, cat.5, com capa",draft
willowwood-meta-core-25cm-esquerdo-cat-6-com-capa,"Meta Core, 25cm, esquerdo, cat.6, com capa","<p>Meta Core, 25cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-25L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-25L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 25cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-25cm-direito-cat-6-com-capa,"Meta Core, 25cm, direito, cat.6, com capa","<p>Meta Core, 25cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-25R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-25R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 25cm, direito, cat.6, com capa",draft
willowwood-meta-core-26cm-esquerdo-cat-5-com-capa,"Meta Core, 26cm, esquerdo, cat.5, com capa","<p>Meta Core, 26cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-26L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-26L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 26cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-26cm-direito-cat-5-com-capa,"Meta Core, 26cm, direito, cat.5, com capa","<p>Meta Core, 26cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-26R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-26R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 26cm, direito, cat.5, com capa",draft
willowwood-meta-core-26cm-esquerdo-cat-6-com-capa,"Meta Core, 26cm, esquerdo, cat.6, com capa","<p>Meta Core, 26cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-26L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-26L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 26cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-26cm-direito-cat-6-com-capa,"Meta Core, 26cm, direito, cat.6, com capa","<p>Meta Core, 26cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-26R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-26R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 26cm, direito, cat.6, com capa",draft
willowwood-meta-core-27cm-esquerdo-cat-5-com-capa,"Meta Core, 27cm, esquerdo, cat.5, com capa","<p>Meta Core, 27cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-27cm-direito-cat-5-com-capa,"Meta Core, 27cm, direito, cat.5, com capa","<p>Meta Core, 27cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, direito, cat.5, com capa",draft
willowwood-meta-core-27cm-esquerdo-cat-6-com-capa,"Meta Core, 27cm, esquerdo, cat.6, com capa","<p>Meta Core, 27cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-27cm-direito-cat-6-com-capa,"Meta Core, 27cm, direito, cat.6, com capa","<p>Meta Core, 27cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, direito, cat.6, com capa",draft
willowwood-meta-core-27cm-esquerdo-cat-7-com-capa,"Meta Core, 27cm, esquerdo, cat.7, com capa","<p>Meta Core, 27cm, esquerdo, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27L-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27L-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, esquerdo, cat.7, com capa",draft
willowwood-meta-core-27cm-direito-cat-7-com-capa,"Meta Core, 27cm, direito, cat.7, com capa","<p>Meta Core, 27cm, direito, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-27R-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-27R-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 27cm, direito, cat.7, com capa",draft
willowwood-meta-core-28cm-esquerdo-cat-7-com-capa,"Meta Core, 28cm, esquerdo, cat.7, com capa","<p>Meta Core, 28cm, esquerdo, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-28L-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-28L-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 28cm, esquerdo, cat.7, com capa",draft
willowwood-meta-core-28cm-direito-cat-7-com-capa,"Meta Core, 28cm, direito, cat.7, com capa","<p>Meta Core, 28cm, direito, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-28R-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-28R-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 28cm, direito, cat.7, com capa",draft
willowwood-meta-core-29cm-esquerdo-cat-7-com-capa,"Meta Core, 29cm, esquerdo, cat.7, com capa","<p>Meta Core, 29cm, esquerdo, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-29L-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-29L-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 29cm, esquerdo, cat.7, com capa",draft
willowwood-meta-core-29cm-direito-cat-7-com-capa,"Meta Core, 29cm, direito, cat.7, com capa","<p>Meta Core, 29cm, direito, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M001-29R-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M001-29R-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core, 29cm, direito, cat.7, com capa",draft
willowwood-meta-core-lp-22cm-esquerdo-cat-2-com-capa,"Meta Core LP, 22cm, esquerdo, cat.2, com capa","<p>Meta Core LP, 22cm, esquerdo, cat.2, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-22L-02</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-22L-02,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 22cm, esquerdo, cat.2, com capa",draft
willowwood-meta-core-lp-22cm-direito-cat-2-com-capa,"Meta Core LP, 22cm, direito, cat.2, com capa","<p>Meta Core LP, 22cm, direito, cat.2, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-22R-02</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-22R-02,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 22cm, direito, cat.2, com capa",draft
willowwood-meta-core-lp-23cm-esquerdo-cat-3-com-capa,"Meta Core LP, 23cm, esquerdo, cat.3, com capa","<p>Meta Core LP, 23cm, esquerdo, cat.3, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-23L-03</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-23L-03,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 23cm, esquerdo, cat.3, com capa",draft
willowwood-meta-core-lp-23cm-direito-cat-3-com-capa,"Meta Core LP, 23cm, direito, cat.3, com capa","<p>Meta Core LP, 23cm, direito, cat.3, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-23R-03</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-23R-03,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 23cm, direito, cat.3, com capa",draft
willowwood-meta-core-lp-24cm-esquerdo-cat-4-com-capa,"Meta Core LP, 24cm, esquerdo, cat.4, com capa","<p>Meta Core LP, 24cm, esquerdo, cat.4, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-24L-04</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-24L-04,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 24cm, esquerdo, cat.4, com capa",draft
willowwood-meta-core-lp-24cm-direito-cat-4-com-capa,"Meta Core LP, 24cm, direito, cat.4, com capa","<p>Meta Core LP, 24cm, direito, cat.4, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-24R-04</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-24R-04,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 24cm, direito, cat.4, com capa",draft
willowwood-meta-core-lp-25cm-esquerdo-cat-5-com-capa,"Meta Core LP, 25cm, esquerdo, cat.5, com capa","<p>Meta Core LP, 25cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-25L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-25L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 25cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-lp-25cm-direito-cat-5-com-capa,"Meta Core LP, 25cm, direito, cat.5, com capa","<p>Meta Core LP, 25cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-25R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-25R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 25cm, direito, cat.5, com capa",draft
willowwood-meta-core-lp-25cm-esquerdo-cat-6-com-capa,"Meta Core LP, 25cm, esquerdo, cat.6, com capa","<p>Meta Core LP, 25cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-25L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-25L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 25cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-lp-25cm-direito-cat-6-com-capa,"Meta Core LP, 25cm, direito, cat.6, com capa","<p>Meta Core LP, 25cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-25R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-25R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 25cm, direito, cat.6, com capa",draft
willowwood-meta-core-lp-26cm-esquerdo-cat-5-com-capa,"Meta Core LP, 26cm, esquerdo, cat.5, com capa","<p>Meta Core LP, 26cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-26L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-26L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 26cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-lp-26cm-direito-cat-5-com-capa,"Meta Core LP, 26cm, direito, cat.5, com capa","<p>Meta Core LP, 26cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-26R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-26R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 26cm, direito, cat.5, com capa",draft
willowwood-meta-core-lp-26cm-esquerdo-cat-6-com-capa,"Meta Core LP, 26cm, esquerdo, cat.6, com capa","<p>Meta Core LP, 26cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-26L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-26L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 26cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-lp-26cm-direito-cat-6-com-capa,"Meta Core LP, 26cm, direito, cat.6, com capa","<p>Meta Core LP, 26cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-26R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-26R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 26cm, direito, cat.6, com capa",draft
willowwood-meta-core-lp-27cm-esquerdo-cat-5-com-capa,"Meta Core LP, 27cm, esquerdo, cat.5, com capa","<p>Meta Core LP, 27cm, esquerdo, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27L-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27L-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, esquerdo, cat.5, com capa",draft
willowwood-meta-core-lp-27cm-direito-cat-5-com-capa,"Meta Core LP, 27cm, direito, cat.5, com capa","<p>Meta Core LP, 27cm, direito, cat.5, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27R-05</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27R-05,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, direito, cat.5, com capa",draft
willowwood-meta-core-lp-27cm-esquerdo-cat-6-com-capa,"Meta Core LP, 27cm, esquerdo, cat.6, com capa","<p>Meta Core LP, 27cm, esquerdo, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27L-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27L-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, esquerdo, cat.6, com capa",draft
willowwood-meta-core-lp-27cm-direito-cat-6-com-capa,"Meta Core LP, 27cm, direito, cat.6, com capa","<p>Meta Core LP, 27cm, direito, cat.6, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27R-06</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27R-06,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, direito, cat.6, com capa",draft
willowwood-meta-core-lp-27cm-esquerdo-cat-7-com-capa,"Meta Core LP, 27cm, esquerdo, cat.7, com capa","<p>Meta Core LP, 27cm, esquerdo, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27L-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27L-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, esquerdo, cat.7, com capa",draft
willowwood-meta-core-lp-27cm-direito-cat-7-com-capa,"Meta Core LP, 27cm, direito, cat.7, com capa","<p>Meta Core LP, 27cm, direito, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-27R-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-27R-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 27cm, direito, cat.7, com capa",draft
willowwood-meta-core-lp-28cm-esquerdo-cat-7-com-capa,"Meta Core LP, 28cm, esquerdo, cat.7, com capa","<p>Meta Core LP, 28cm, esquerdo, cat.7, com capa</p><p class='meta'>Fornecedor: <strong>WillowWood</strong> · Código original: M011-28L-07</p>",WillowWood,Health & Beauty > Health Care > Mobility & Accessibility,Componentes,"WillowWood, Componentes",TRUE,Title,Default Title,M011-28L-07,shopify,0,deny,manual,,,TRUE,TRUE,,"Meta Core LP, 28cm, esquerdo, cat.7, com capa",draft
